tdb,tr,rh,v,wbgt,heat_index,age,weight,height,bmi,activity_level,met_w_m2,clo,acclimatized,hydration_status,hours_worked,worker_type,d_lim_t_re_raw,water_loss_g,t_re_final,t_sk_final,remaining_safe_min,hr_estimated,climate_zone,risk_label_int,risk_label,alert_color
37.32,53.81,69.12,3.01,36.168,58.884,39,78.8,167.8,28.01,heavy,200.0,0.43,1,dehydrated,6.92,brick_kiln,480.0,8831.9,37.8,35.9,0.0,153.6,Hot_Dry,3,CRITICAL,red
35.76,42.62,78.1,5.13,33.199,58.658,35,84.0,161.2,32.31,heavy,200.0,0.4,0,mild,6.32,agriculture,82.0,9292.0,38.2,34.9,0.0,156.5,Hot_Humid,3,CRITICAL,red
36.17,39.11,70.02,3.95,32.391,54.823,36,48.3,167.8,17.15,heavy,200.0,0.67,1,mild,6.83,fishing,480.0,8412.5,37.8,34.8,87.14,135.5,Hot_Humid,0,LOW,green
39.89,43.94,38.46,1.09,32.125,39.89,25,47.5,152.5,20.44,heavy,200.0,0.51,1,dehydrated,6.92,brick_kiln,480.0,6972.8,37.9,35.7,0.0,144.6,Composite,3,CRITICAL,red
34.08,45.39,31.89,0.78,27.594,34.085,54,69.1,153.2,29.43,heavy,200.0,0.57,0,mild,6.55,agriculture,480.0,5280.4,37.8,35.3,38.85,128.8,Highland,1,MODERATE,yellow
31.08,35.68,71.51,1.03,28.728,38.297,41,75.9,169.0,26.56,heavy,200.0,0.47,1,well,6.51,construction,480.0,4457.4,37.7,35.0,161.34,113.5,Highland,0,LOW,green
32.08,33.25,67.9,4.02,28.259,39.888,19,81.4,174.9,26.62,heavy,200.0,0.32,0,well,6.34,agriculture,480.0,4033.0,37.9,34.0,99.55,137.8,Hot_Humid,0,LOW,green
39.03,45.78,42.81,1.6,32.498,47.356,36,61.4,164.0,22.85,heavy,200.0,0.7,1,well,6.22,construction,480.0,6894.4,37.9,35.6,178.91,125.5,Composite,0,LOW,green
37.56,43.22,31.99,2.95,28.748,37.565,45,66.4,182.3,19.98,heavy,200.0,0.49,0,dehydrated,6.22,construction,47.0,5578.5,38.0,35.0,0.0,143.8,Hot_Dry,3,CRITICAL,red
34.25,46.63,71.53,2.26,32.94,48.441,33,78.3,165.6,28.54,heavy,200.0,0.41,0,well,6.23,salt_pan,480.0,5847.3,37.9,35.6,106.04,142.0,Hot_Dry,0,LOW,green
32.54,48.26,81.6,1.13,33.439,47.116,47,73.2,173.2,24.43,heavy,200.0,0.69,0,dehydrated,6.56,road_work,480.0,8612.1,37.9,35.9,0.0,151.7,Semi_Arid,3,CRITICAL,red
36.33,39.05,40.65,3.92,28.518,40.05,18,78.6,181.8,23.78,heavy,200.0,0.33,1,mild,6.2,agriculture,34.0,5482.9,38.1,34.6,0.0,123.3,Hot_Dry,3,CRITICAL,red
33.96,48.21,78.56,2.56,33.761,51.211,37,82.4,160.2,32.09,heavy,200.0,0.42,0,mild,6.62,agriculture,480.0,6153.2,37.8,35.6,35.03,147.3,Composite,1,MODERATE,yellow
36.22,48.56,60.51,1.77,33.58,49.146,34,77.8,156.5,31.76,heavy,200.0,0.44,0,well,6.46,road_work,480.0,6536.1,37.9,35.8,92.64,136.3,Semi_Arid,0,LOW,green
39.24,49.45,21.46,4.14,28.461,39.243,29,69.6,153.7,29.46,heavy,200.0,0.45,0,mild,6.84,salt_pan,26.0,6630.4,38.2,35.1,0.0,137.3,Hot_Dry,3,CRITICAL,red
33.99,49.21,80.87,2.64,34.218,52.659,47,45.1,181.8,13.65,heavy,200.0,0.3,1,mild,6.4,construction,480.0,5858.3,37.8,35.6,112.59,134.7,Semi_Arid,0,LOW,green
34.29,39.61,42.62,2.77,27.668,36.67,36,70.1,160.0,27.37,heavy,200.0,0.38,1,dehydrated,6.62,brick_kiln,480.0,4855.8,38.0,34.8,16.97,132.7,Composite,2,HIGH,orange
32.88,46.1,78.12,1.04,32.914,46.763,55,49.6,176.3,15.97,heavy,200.0,0.31,0,dehydrated,6.09,agriculture,480.0,5789.2,37.7,35.7,0.0,150.3,Semi_Arid,3,CRITICAL,red
36.06,39.76,66.37,2.33,32.281,52.09,22,71.5,165.8,26.02,heavy,200.0,0.52,1,mild,6.74,construction,480.0,6198.0,37.9,35.3,92.33,137.9,Semi_Arid,0,LOW,green
39.09,48.45,28.96,3.31,30.065,39.094,41,50.2,164.6,18.54,heavy,200.0,0.45,0,mild,6.59,construction,31.0,6392.5,38.1,35.3,0.0,143.7,Hot_Dry,3,CRITICAL,red
35.32,44.89,34.42,1.95,28.368,35.321,54,52.3,182.8,15.66,heavy,200.0,0.4,0,mild,6.64,brick_kiln,480.0,5008.5,37.9,35.2,33.42,140.6,Hot_Dry,1,MODERATE,yellow
39.78,45.67,56.74,3.38,34.587,59.093,59,65.3,179.2,20.32,heavy,200.0,0.48,1,mild,6.04,agriculture,480.0,7704.1,37.8,35.3,134.15,139.1,Hot_Dry,0,LOW,green
36.31,48.31,73.14,3.68,34.603,57.554,41,46.3,163.6,17.3,heavy,200.0,0.55,1,mild,6.4,road_work,480.0,8947.8,37.9,35.4,112.64,137.9,Semi_Arid,0,LOW,green
38.81,44.86,56.2,3.26,33.686,55.177,35,47.9,183.0,14.32,heavy,200.0,0.64,1,dehydrated,6.17,salt_pan,480.0,7971.3,37.9,35.3,43.56,151.8,Hot_Dry,1,MODERATE,yellow
37.5,50.78,81.88,2.74,37.338,70.334,30,64.6,166.8,23.21,heavy,200.0,0.58,1,well,6.78,road_labor,21.0,9276.7,41.9,38.0,0.0,132.3,Composite,3,CRITICAL,red
41.18,50.63,50.79,3.79,35.565,59.378,54,84.4,177.2,26.89,heavy,200.0,0.31,0,mild,6.77,agriculture,43.0,8046.2,38.0,35.7,0.0,146.9,Hot_Dry,3,CRITICAL,red
32.73,37.56,66.94,3.5,29.074,41.375,45,46.6,181.3,14.18,heavy,200.0,0.63,1,mild,6.2,agriculture,480.0,4488.5,37.8,34.6,124.73,125.4,Hot_Humid,0,LOW,green
40.04,55.8,50.21,0.99,36.551,55.055,45,74.3,159.1,29.36,heavy,200.0,0.66,0,mild,6.95,construction,42.0,8834.2,40.8,37.8,0.0,156.6,Composite,3,CRITICAL,red
39.35,44.65,34.34,1.76,30.971,39.351,18,72.1,157.4,29.08,heavy,200.0,0.5,0,dehydrated,6.46,agriculture,42.0,6329.6,38.1,35.6,0.0,144.7,Hot_Dry,3,CRITICAL,red
35.19,45.51,83.62,2.16,34.868,59.936,43,67.8,160.7,26.27,heavy,200.0,0.32,0,well,6.41,agriculture,480.0,8617.2,37.6,35.6,95.26,147.2,Semi_Arid,0,LOW,green
35.32,42.43,35.19,3.55,27.524,35.322,60,79.2,161.3,30.44,heavy,200.0,0.54,0,mild,6.22,construction,480.0,4690.4,37.9,34.6,58.56,133.3,Hot_Humid,1,MODERATE,yellow
34.04,51.05,30.8,3.16,27.804,34.044,59,63.2,156.1,25.9,heavy,200.0,0.51,0,well,6.54,salt_pan,480.0,4903.7,37.9,35.0,87.83,146.5,Hot_Dry,0,LOW,green
38.97,51.41,60.03,2.54,35.856,58.585,26,79.9,175.5,25.97,heavy,200.0,0.36,0,mild,6.81,agriculture,480.0,8263.4,37.9,36.0,23.6,145.3,Semi_Arid,2,HIGH,orange
34.5,46.28,63.17,0.77,32.496,45.051,27,57.1,181.8,17.29,heavy,200.0,0.33,0,mild,6.18,construction,480.0,7038.4,37.8,35.9,61.29,140.2,Highland,0,LOW,green
37.87,45.74,65.39,0.95,35.112,58.371,31,67.7,159.9,26.51,heavy,200.0,0.61,0,mild,6.64,road_labor,37.0,9344.2,41.0,37.6,0.0,148.8,Composite,3,CRITICAL,red
41.07,55.8,27.28,1.67,32.897,41.072,32,58.9,181.7,17.84,heavy,200.0,0.33,0,dehydrated,6.82,construction,27.0,7620.3,38.2,36.4,0.0,165.8,Hot_Dry,3,CRITICAL,red
33.57,41.63,50.98,3.83,28.426,37.79,57,69.1,168.1,24.43,heavy,200.0,0.31,1,mild,6.17,construction,480.0,4377.3,37.9,34.5,126.3,130.7,Semi_Arid,0,LOW,green
35.68,39.07,44.74,5.22,28.569,40.192,60,75.9,175.3,24.7,heavy,200.0,0.4,1,well,6.32,fishing,480.0,4857.9,38.0,34.1,173.1,124.1,Hot_Humid,0,LOW,green
37.18,52.34,38.47,1.09,32.005,37.176,24,51.8,176.3,16.67,heavy,200.0,0.32,0,mild,6.15,construction,48.0,6807.8,38.0,36.2,0.0,150.6,Semi_Arid,3,CRITICAL,red
38.22,44.43,52.99,2.18,33.045,51.066,30,78.1,151.3,34.14,heavy,200.0,0.58,1,mild,6.73,quarry,480.0,6775.6,37.9,35.5,93.02,141.8,Semi_Arid,0,LOW,green
41.29,44.95,37.69,1.85,32.89,41.294,48,52.8,164.9,19.43,heavy,200.0,0.55,0,dehydrated,6.63,construction,480.0,6705.6,38.0,35.6,0.0,155.0,Hot_Dry,3,CRITICAL,red
33.81,46.04,71.13,1.06,32.803,46.674,19,60.0,168.6,21.1,heavy,200.0,0.35,0,well,6.09,tea_plantation,480.0,6554.1,37.8,35.8,114.79,147.8,Highland,0,LOW,green
39.92,53.65,59.99,2.64,36.969,62.332,35,83.3,168.7,29.26,heavy,200.0,0.47,1,well,6.23,road_labor,54.0,9343.5,38.8,36.6,0.0,133.6,Composite,3,CRITICAL,red
33.73,43.25,75.03,3.38,31.941,48.389,37,73.8,171.3,25.16,heavy,200.0,0.34,1,dehydrated,6.82,construction,480.0,5261.0,37.9,35.0,4.86,141.5,Hot_Humid,2,HIGH,orange
32.77,40.06,36.22,2.91,25.742,32.77,41,78.3,172.2,26.42,heavy,200.0,0.33,1,mild,6.18,agriculture,480.0,4408.8,37.9,34.5,125.8,126.8,Semi_Arid,0,LOW,green
38.17,50.37,49.78,2.35,33.681,48.967,24,83.3,180.1,25.7,heavy,200.0,0.51,1,well,6.18,construction,52.0,6881.7,38.0,35.8,0.0,131.7,Semi_Arid,3,CRITICAL,red
34.78,47.45,73.97,3.17,33.519,51.807,28,65.1,184.0,19.21,heavy,200.0,0.48,0,mild,6.45,quarry,480.0,6463.8,37.9,35.4,45.25,141.5,Semi_Arid,1,MODERATE,yellow
35.51,44.07,76.15,2.65,33.815,56.215,52,62.7,162.6,23.72,heavy,200.0,0.49,0,well,6.12,tea_plantation,480.0,6857.6,37.7,35.3,112.52,128.7,Hot_Humid,0,LOW,green
34.27,37.56,86.54,3.19,32.578,57.489,39,48.4,180.0,14.95,heavy,200.0,0.63,0,well,6.41,road_work,63.0,8733.9,38.6,35.5,0.0,135.4,Semi_Arid,3,CRITICAL,red
38.96,44.38,63.07,2.0,35.023,60.974,40,62.8,153.5,26.67,heavy,200.0,0.57,0,dehydrated,6.3,tea_plantation,86.0,9050.2,38.5,36.0,0.0,155.0,Highland,3,CRITICAL,red
33.88,37.83,84.76,2.15,32.438,54.51,40,55.7,162.9,20.99,heavy,200.0,0.45,1,well,6.61,agriculture,480.0,6254.6,37.7,35.1,155.11,137.8,Composite,0,LOW,green
34.06,37.22,66.87,4.16,30.009,45.441,55,81.9,177.1,26.14,heavy,200.0,0.37,1,well,6.76,tea_plantation,480.0,4464.2,37.9,34.3,146.62,126.6,Hot_Humid,0,LOW,green
31.39,33.67,78.62,3.03,28.795,41.691,32,62.0,158.6,24.64,heavy,200.0,0.55,1,mild,6.71,agriculture,480.0,4210.1,37.8,34.6,93.91,127.8,Hot_Humid,0,LOW,green
34.56,48.43,19.71,2.75,25.558,34.564,20,76.5,159.1,30.22,heavy,200.0,0.59,0,well,6.6,brick_kiln,50.0,5375.9,38.0,35.1,0.0,126.9,Composite,3,CRITICAL,red
37.52,46.89,38.43,1.98,30.874,37.522,37,73.2,157.2,29.62,heavy,200.0,0.7,1,well,6.47,construction,480.0,6084.7,38.0,35.5,163.67,135.7,Hot_Dry,0,LOW,green
33.55,37.88,67.51,4.28,29.6,44.104,23,68.9,171.9,23.32,heavy,200.0,0.4,1,well,6.85,construction,480.0,4845.8,38.0,34.4,141.0,124.0,Hot_Humid,0,LOW,green
37.4,50.82,57.06,3.57,33.89,50.962,48,74.5,151.5,32.46,heavy,200.0,0.32,1,mild,6.67,salt_pan,48.0,6497.3,38.0,35.5,0.0,132.1,Hot_Dry,3,CRITICAL,red
32.59,35.63,52.92,1.04,27.617,36.286,52,72.9,184.2,21.48,heavy,200.0,0.55,0,mild,6.25,road_work,480.0,4291.0,37.7,34.9,56.75,140.2,Semi_Arid,1,MODERATE,yellow
34.42,37.81,36.35,2.12,26.626,34.418,39,59.1,181.8,17.88,heavy,200.0,0.35,0,well,6.43,quarry,480.0,4679.8,37.9,34.8,94.21,123.6,Semi_Arid,0,LOW,green
37.0,50.09,42.21,2.86,31.513,42.132,49,45.1,166.5,16.27,heavy,200.0,0.33,0,dehydrated,6.86,agriculture,43.0,5980.9,38.0,35.5,0.0,151.7,Highland,3,CRITICAL,red
37.59,48.81,26.66,2.29,29.045,37.591,54,80.1,170.0,27.71,heavy,200.0,0.68,1,dehydrated,6.48,agriculture,480.0,5580.9,38.0,35.2,25.03,138.9,Hot_Dry,2,HIGH,orange
36.41,50.75,67.3,1.99,34.958,53.985,18,73.0,161.7,27.93,heavy,200.0,0.54,0,well,6.01,quarry,480.0,7872.7,37.8,35.9,119.44,141.2,Semi_Arid,0,LOW,green
33.45,47.89,33.68,2.13,27.584,33.455,29,68.0,157.3,27.5,heavy,200.0,0.54,1,mild,6.32,agriculture,480.0,5227.0,38.0,35.3,117.37,133.4,Hot_Dry,0,LOW,green
38.23,48.31,35.28,3.09,30.75,38.235,54,55.3,161.1,21.3,heavy,200.0,0.41,0,mild,6.27,brick_kiln,44.0,5941.2,38.0,35.3,0.0,150.9,Hot_Dry,3,CRITICAL,red
38.18,48.99,75.16,1.84,36.964,67.799,25,75.4,174.0,24.91,heavy,200.0,0.61,1,well,6.49,quarry,25.0,9295.8,41.7,38.0,0.0,139.5,Semi_Arid,3,CRITICAL,red
32.76,45.48,18.65,1.03,24.219,32.76,40,47.7,150.5,21.06,heavy,200.0,0.33,0,mild,6.44,agriculture,480.0,5075.3,37.9,35.2,45.36,129.7,Composite,1,MODERATE,yellow
36.26,51.18,46.54,2.16,32.089,42.256,51,67.1,171.2,22.88,heavy,200.0,0.58,1,dehydrated,6.43,agriculture,480.0,5817.2,37.9,35.6,28.37,144.6,Semi_Arid,2,HIGH,orange
32.27,40.16,36.38,5.4,24.71,32.269,33,74.2,166.7,26.72,heavy,200.0,0.39,1,mild,6.29,tea_plantation,52.0,4502.1,38.0,33.8,0.0,126.0,Hot_Humid,3,CRITICAL,red
37.98,40.25,48.52,3.11,31.188,47.709,55,55.4,171.2,18.92,heavy,200.0,0.5,0,mild,6.8,road_work,480.0,5526.7,37.9,34.9,24.26,152.7,Semi_Arid,2,HIGH,orange
32.09,39.16,46.04,1.06,27.067,33.616,34,69.5,166.0,25.2,heavy,200.0,0.32,0,mild,6.55,construction,480.0,4622.5,37.9,35.1,39.15,137.1,Semi_Arid,1,MODERATE,yellow
35.07,39.2,71.71,1.65,32.28,51.605,55,48.2,152.4,20.75,heavy,200.0,0.47,1,mild,6.31,agriculture,480.0,5505.9,37.7,35.3,118.12,146.7,Hot_Dry,0,LOW,green
34.61,38.39,89.2,4.64,33.109,61.032,19,61.9,153.0,26.46,heavy,200.0,0.5,1,mild,6.05,fishing,29.0,8921.9,39.8,35.7,0.0,137.2,Hot_Humid,3,CRITICAL,red
33.76,36.56,82.89,2.0,31.93,52.872,49,58.5,176.3,18.82,heavy,200.0,0.66,1,dehydrated,6.38,road_work,480.0,6623.9,37.6,35.1,30.98,141.8,Semi_Arid,1,MODERATE,yellow
31.43,33.23,80.5,1.84,29.242,42.535,42,83.5,155.5,34.54,heavy,200.0,0.37,0,dehydrated,6.37,fishing,480.0,3861.7,37.8,34.7,0.0,146.4,Hot_Humid,3,CRITICAL,red
36.44,38.96,48.89,2.82,29.91,43.744,48,66.2,180.3,20.35,heavy,200.0,0.43,1,dehydrated,6.89,construction,480.0,5123.0,37.9,34.9,0.63,142.7,Hot_Humid,2,HIGH,orange
37.0,47.39,82.52,2.33,36.471,68.239,30,83.7,158.7,33.23,heavy,200.0,0.54,1,well,6.08,construction,24.0,9282.0,40.9,37.5,0.0,137.8,Semi_Arid,3,CRITICAL,red
36.02,43.54,47.99,2.51,30.504,42.31,44,76.7,175.8,24.8,heavy,200.0,0.69,0,mild,6.94,quarry,480.0,5436.3,37.9,35.2,15.67,152.9,Semi_Arid,2,HIGH,orange
38.45,41.81,50.98,3.72,31.973,50.523,29,60.4,171.7,20.49,heavy,200.0,0.3,1,mild,6.88,construction,31.0,6489.5,38.1,35.1,0.0,135.8,Hot_Dry,3,CRITICAL,red
36.67,39.47,65.03,1.2,32.842,53.463,32,74.0,156.7,30.15,heavy,200.0,0.51,1,well,6.84,construction,480.0,8050.3,37.7,35.5,141.34,133.6,Hot_Humid,0,LOW,green
33.86,40.18,82.2,4.6,31.874,52.897,29,61.9,172.7,20.73,heavy,200.0,0.52,1,well,6.87,fishing,480.0,7157.0,37.8,34.7,140.01,134.2,Hot_Humid,0,LOW,green
33.54,40.34,55.81,2.04,29.308,39.358,57,84.1,184.7,24.66,heavy,200.0,0.36,0,mild,6.84,tea_plantation,480.0,4297.0,37.8,35.0,21.84,132.6,Hot_Humid,2,HIGH,orange
36.85,46.53,72.76,4.16,34.466,59.614,51,56.1,183.2,16.71,heavy,200.0,0.61,1,well,6.09,agriculture,58.0,8439.8,39.0,35.8,0.0,132.3,Hot_Dry,3,CRITICAL,red
37.9,50.07,43.79,0.91,32.952,44.991,47,77.8,175.1,25.38,heavy,200.0,0.44,1,mild,6.26,construction,480.0,7048.2,37.9,36.0,121.09,142.4,Composite,0,LOW,green
33.97,45.49,61.04,3.62,30.829,42.52,57,63.9,172.1,21.57,heavy,200.0,0.44,0,well,6.36,agriculture,480.0,4757.2,37.9,34.9,98.28,127.6,Hot_Humid,0,LOW,green
33.87,42.85,47.26,0.88,29.253,37.224,30,63.8,184.1,18.82,heavy,200.0,0.52,1,mild,6.91,tea_plantation,480.0,5696.9,37.9,35.5,82.17,138.9,Highland,0,LOW,green
33.69,40.41,60.18,2.04,29.978,41.398,19,83.1,162.8,31.35,heavy,200.0,0.45,1,well,6.09,construction,480.0,4943.9,37.9,35.2,186.79,121.2,Hot_Humid,0,LOW,green
29.69,42.46,89.2,1.67,30.693,39.303,26,54.8,166.6,19.75,heavy,200.0,0.34,1,well,6.37,agriculture,480.0,4372.7,37.8,35.2,169.55,128.5,Highland,0,LOW,green
41.56,55.33,19.74,1.8,31.252,41.564,51,49.1,160.6,19.02,heavy,200.0,0.48,1,dehydrated,6.18,agriculture,33.0,7020.4,38.1,36.0,0.0,129.3,Hot_Dry,3,CRITICAL,red
36.18,42.73,57.42,4.47,31.168,47.304,18,83.8,169.8,29.08,heavy,200.0,0.61,0,mild,6.53,tea_plantation,480.0,6150.7,38.0,34.8,40.1,159.3,Hot_Humid,1,MODERATE,yellow
33.55,39.62,88.98,3.65,32.556,55.58,50,57.7,183.6,17.13,heavy,200.0,0.51,0,well,6.25,construction,480.0,7971.7,37.6,34.8,104.81,137.1,Hot_Humid,0,LOW,green
33.38,46.78,64.38,0.74,31.929,42.254,57,81.8,176.3,26.34,heavy,200.0,0.35,0,mild,6.72,road_labor,480.0,5969.6,37.7,35.7,28.78,148.0,Composite,2,HIGH,orange
33.58,40.63,54.48,3.22,28.872,38.987,32,81.8,179.0,25.56,heavy,200.0,0.46,1,well,6.95,salt_pan,480.0,4834.6,38.0,34.8,134.81,126.7,Hot_Dry,0,LOW,green
34.18,45.95,84.98,1.8,34.426,56.034,35,49.9,169.8,17.28,heavy,200.0,0.32,0,mild,6.08,construction,480.0,7316.8,37.7,35.7,66.97,150.2,Hot_Humid,0,LOW,green
34.34,43.32,68.63,2.95,31.797,47.247,53,69.1,178.2,21.75,heavy,200.0,0.67,0,mild,6.6,agriculture,480.0,5296.4,37.8,35.1,35.93,136.8,Semi_Arid,1,MODERATE,yellow
33.73,41.31,56.17,5.11,28.762,39.949,24,83.6,180.6,25.62,heavy,200.0,0.51,0,mild,6.72,agriculture,480.0,5049.2,38.0,34.4,28.56,138.4,Hot_Humid,2,HIGH,orange
38.51,52.36,40.41,2.74,32.724,44.803,18,60.8,162.4,23.05,heavy,200.0,0.35,0,mild,6.98,construction,30.0,6876.2,38.2,35.9,0.0,137.5,Composite,3,CRITICAL,red
37.11,40.55,42.11,2.65,29.725,42.34,43,56.1,158.3,22.37,heavy,200.0,0.63,1,well,6.61,road_labor,480.0,5446.2,38.0,35.0,155.25,122.3,Composite,0,LOW,green
35.46,46.55,62.2,1.17,33.016,47.586,55,75.1,173.1,25.06,heavy,200.0,0.47,1,mild,6.21,agriculture,480.0,6300.4,37.7,35.7,124.04,136.4,Hot_Humid,0,LOW,green
34.0,42.21,82.23,3.25,32.8,53.538,57,65.7,180.5,20.16,heavy,200.0,0.59,1,dehydrated,6.29,agriculture,480.0,6470.3,37.6,35.0,36.67,143.5,Hot_Humid,1,MODERATE,yellow
34.89,39.0,59.01,0.77,30.806,44.266,23,71.3,176.0,23.02,heavy,200.0,0.65,0,mild,6.17,agriculture,480.0,7453.7,37.7,35.4,61.73,141.6,Composite,0,LOW,green
34.53,41.14,80.76,3.7,32.693,54.96,47,81.7,174.3,26.9,heavy,200.0,0.57,0,mild,6.64,quarry,480.0,7619.2,37.7,34.9,33.63,150.8,Semi_Arid,1,MODERATE,yellow
41.27,56.36,26.64,3.32,32.496,41.271,26,70.1,174.8,22.95,heavy,200.0,0.32,1,mild,6.18,salt_pan,22.0,7891.0,38.3,36.0,0.0,139.0,Hot_Dry,3,CRITICAL,red
36.14,43.55,58.82,4.97,31.337,47.929,58,63.8,183.5,18.93,heavy,200.0,0.53,0,mild,6.3,fishing,480.0,5542.8,37.9,34.6,53.78,148.5,Hot_Humid,1,MODERATE,yellow
39.32,46.47,63.34,2.32,35.646,62.684,43,82.0,162.8,30.94,heavy,200.0,0.35,1,dehydrated,6.8,agriculture,480.0,8865.6,37.8,35.9,6.1,156.4,Highland,2,HIGH,orange
35.0,50.97,67.7,3.4,33.57,49.027,36,65.4,170.2,22.56,heavy,200.0,0.33,0,mild,6.77,quarry,480.0,6146.6,38.0,35.5,26.0,144.1,Semi_Arid,2,HIGH,orange
38.41,55.65,38.33,4.13,32.551,38.411,58,76.0,181.7,23.03,heavy,200.0,0.39,0,well,6.35,agriculture,36.0,6459.5,38.1,35.4,0.0,145.1,Hot_Dry,3,CRITICAL,red
39.78,47.03,57.18,1.74,35.41,59.433,49,79.2,152.0,34.29,heavy,200.0,0.34,1,mild,6.08,brick_kiln,480.0,7634.3,37.8,36.0,132.15,136.7,Hot_Dry,0,LOW,green
37.51,51.26,74.24,1.43,36.917,63.775,21,68.8,158.3,27.46,heavy,200.0,0.38,0,mild,6.97,brick_kiln,38.0,9310.0,39.6,37.4,0.0,153.7,Hot_Dry,3,CRITICAL,red
36.29,51.82,38.98,2.88,30.858,36.286,21,84.1,170.1,29.08,heavy,200.0,0.58,0,mild,6.06,construction,43.0,6062.7,38.0,35.5,0.0,131.3,Semi_Arid,3,CRITICAL,red
38.95,50.95,55.73,3.45,34.88,55.331,56,83.8,166.6,30.19,heavy,200.0,0.52,1,dehydrated,6.21,agriculture,480.0,7263.3,37.9,35.5,41.27,151.6,Hot_Dry,1,MODERATE,yellow
38.78,41.76,82.5,2.22,36.758,78.084,36,67.1,161.0,25.91,heavy,200.0,0.32,1,mild,6.95,road_work,16.0,9197.0,41.7,38.1,0.0,147.7,Semi_Arid,3,CRITICAL,red
36.38,47.78,44.5,3.59,30.761,41.681,19,72.8,162.6,27.52,heavy,200.0,0.57,0,mild,6.9,construction,45.0,5917.0,38.0,35.2,0.0,149.9,Hot_Humid,3,CRITICAL,red
41.34,49.2,44.61,2.3,34.849,55.101,59,63.3,162.7,23.92,heavy,200.0,0.39,1,mild,6.4,brick_kiln,480.0,7072.2,38.0,35.9,112.99,135.8,Hot_Dry,0,LOW,green
36.91,46.91,42.2,3.65,30.572,41.912,41,74.4,162.4,28.2,heavy,200.0,0.49,0,well,6.35,agriculture,43.0,5842.9,38.0,35.1,0.0,137.3,Hot_Humid,3,CRITICAL,red
31.7,35.68,40.77,1.09,25.367,31.978,29,48.2,170.2,16.64,heavy,200.0,0.36,1,mild,6.13,fishing,480.0,4264.2,37.9,34.8,128.98,134.0,Hot_Humid,0,LOW,green
34.71,38.73,72.64,3.3,31.526,50.763,56,64.2,155.6,26.52,heavy,200.0,0.43,1,mild,6.61,construction,480.0,4968.3,37.8,34.8,99.95,130.6,Hot_Humid,0,LOW,green
38.47,42.87,81.26,4.35,35.975,75.053,45,50.0,174.5,16.44,heavy,200.0,0.31,1,well,6.1,agriculture,15.0,8712.7,41.5,37.3,0.0,134.5,Hot_Dry,3,CRITICAL,red
31.95,35.13,67.47,4.02,28.089,39.382,18,53.6,157.8,21.5,heavy,200.0,0.39,0,dehydrated,6.15,tea_plantation,480.0,4161.1,37.9,34.2,0.0,144.2,Hot_Humid,3,CRITICAL,red
37.53,48.29,39.02,2.33,31.153,37.534,42,62.6,166.9,22.47,heavy,200.0,0.6,1,mild,6.89,quarry,77.0,6008.1,38.0,35.4,0.0,137.5,Semi_Arid,3,CRITICAL,red
33.9,36.67,75.36,4.75,30.852,49.199,29,79.4,172.8,26.58,heavy,200.0,0.41,0,mild,6.51,fishing,480.0,5359.5,37.9,34.3,41.44,142.8,Hot_Humid,1,MODERATE,yellow
32.39,47.22,27.98,1.79,25.926,32.393,34,67.2,150.6,29.65,heavy,200.0,0.53,1,mild,6.78,quarry,480.0,5033.4,38.0,35.2,89.71,121.8,Semi_Arid,0,LOW,green
34.47,45.29,78.69,4.41,33.028,53.407,20,73.7,176.0,23.78,heavy,200.0,0.69,1,mild,6.75,agriculture,480.0,9081.4,37.7,35.0,91.7,138.6,Hot_Humid,0,LOW,green
37.03,50.44,51.58,2.86,32.996,46.677,21,76.7,168.4,27.04,heavy,200.0,0.58,1,well,6.33,construction,480.0,6527.9,38.0,35.6,172.18,132.2,Hot_Dry,0,LOW,green
40.25,49.92,39.82,1.31,33.735,40.253,60,60.7,166.1,22.01,heavy,200.0,0.63,0,well,6.82,construction,480.0,7105.4,37.8,35.7,70.97,135.9,Hot_Dry,0,LOW,green
32.5,44.29,60.8,3.59,29.495,38.527,57,48.6,162.0,18.52,heavy,200.0,0.36,0,mild,6.91,agriculture,480.0,4252.2,37.8,34.7,17.4,143.5,Hot_Humid,2,HIGH,orange
37.96,43.43,75.65,2.53,35.538,67.136,55,79.5,153.8,33.58,heavy,200.0,0.61,1,mild,6.17,salt_pan,29.0,8192.5,40.7,37.0,0.0,143.5,Hot_Dry,3,CRITICAL,red
34.43,38.58,74.56,3.03,31.591,50.799,45,55.7,162.9,20.99,heavy,200.0,0.69,0,dehydrated,6.56,quarry,480.0,5927.4,37.8,34.9,0.0,147.1,Semi_Arid,3,CRITICAL,red
35.5,48.45,65.58,1.94,33.621,49.599,39,78.1,161.8,29.82,heavy,200.0,0.46,1,mild,6.48,agriculture,480.0,6338.6,37.9,35.8,108.06,142.6,Composite,0,LOW,green
37.82,44.58,23.19,3.76,27.155,37.816,43,65.5,174.0,21.64,heavy,200.0,0.51,0,well,6.27,agriculture,35.0,5742.7,38.1,34.8,0.0,137.2,Hot_Dry,3,CRITICAL,red
33.29,38.55,56.09,1.33,29.021,38.865,25,76.2,158.7,30.24,heavy,200.0,0.69,1,dehydrated,6.85,agriculture,480.0,5176.5,37.8,35.2,2.78,136.4,Semi_Arid,2,HIGH,orange
